#PSR	RA	DEC	IntTime	ExpPrecision
J0030+0451	7.61428258	4.8610309	486.4	0.5687733800862492
J0101-6422	15.29631686167	-64.37504757222	2462.4	0.7262017263601215
J0125-2327	21.25441	-23.45227	486.4	0.16540858502508268
J0437-4715	69.315894532	-47.2523951167	486.4	0.053685242508140864
J0610-2100	92.5566339	-21.0077822	486.4	0.6021452875913097
J0613-0200	93.43323	-2.0131	486.4	0.2053097787811333
J0614-3329	93.5431158	-33.4983661	486.4	0.4171488438132567
J0636-3044	99.2875	-30.845	2325.6	0.7269272026102316
J0711-6830	107.97594058	-68.51322193	486.4	0.5593421888348191
J0900-3144	135.1831402	-31.7419175	486.4	0.43673670256622704
J0931-1902	142.82969	-19.0486	866.4	0.7269272026102317
J0955-6150	148.83686	-61.83803	516.8	0.7356329176115518
J1012-4235	153.05	-42.5982	486.4	0.5680479038361392
J1017-7156	154.46386835	-71.94490166	486.4	0.09068453126375146
J1022+1001	155.741742	10.0314566	486.4	0.4592264663196374
J1024-0719	156.1612	-7.32199	486.4	0.4606774188198574
J1036-8317	159.169	-83.2989	486.4	0.43528575006600706
J1045-4509	161.45912213	-45.16503952	486.4	0.4846181350734879
J1101-6424	165.404968	-64.4109256	2204.0	0.7269272026102317
J1103-5403	165.888725	-54.062013	486.4	0.45124622756842725
J1125-5825	171.4348558312	-58.421355589	486.4	0.3903062225591863
J1125-6014	171.480075	-60.2351689	486.4	0.10374310376573165
J1216-6410	184.030582	-64.169229	486.4	0.20385882628091334
J1231-1411	187.797138	-14.195453	4043.2	0.7262017263601216
J1327-0755	201.98995	-7.924944	1079.2	0.7283781551104518
J1421-4409	215.3373605	-44.1512564	760.0	0.7312800601108916
J1431-5740	217.7645644	-57.6699076	547.1999999999999	0.7305545838607816
J1435-6100	218.834459	-61.0160997	486.4	0.5731262375869092
J1446-4701	221.6488081767	-47.024101811	486.4	0.2829357375429046
J1455-3330	223.94987567	-33.51288498	912.0	0.7305545838607816
J1514-4946	228.5796427	-49.7709795	623.1999999999999	0.7298291076106719
J1525-5545	231.367225	-55.763845	1337.6	0.7291036313605616
J1543-5149	235.93396	-51.831858	486.4	0.7080648201073714
J1545-4550	236.48310705	-45.8437599	486.4	0.23215240003520377
J1547-5709	236.85052	-57.1548805	1170.3999999999999	0.7283781551104518
J1600-3053	240.21627	-30.89704	486.4	0.0928609600140815
J1603-7202	240.89866466	-72.04241679	486.4	0.38740431755874627
J1614-2230	243.65211392	-22.5086863	486.4	0.185721920028163
J1629-6902	247.2865442	-69.045915	486.4	0.30760193004664493
J1643-1224	250.91	-12.4163	486.4	0.21401549378245346
J1652-4838	253.0	-48.6	1641.6	0.7283781551104518
J1653-2054	253.37929	-20.91531	2538.4	0.7269272026102318
J1658-5324	254.6639318925	-53.40194565	608.0	0.7269272026102317
J1705-1903	256.43271	-19.06148	486.4	0.13638953502068218
J1708-3506	257.0734259846	-35.106293383	2082.4	0.7276526788603416
J1713+0747	258.45639	7.79375	486.4	0.07037119626067113
J1719-1438	259.7919706	-14.6335951	1307.2	0.7283781551104518
J1721-2457	260.2729079	-24.951714	3435.2	0.7262017263601216
J1730-2304	262.5902557	-23.075333	486.4	0.3504050288031356
J1731-1847	262.82337796	-18.7923888	486.4	0.686300532604071
J1732-5049	263.19902804	-50.8167113	486.4	0.5245193288295384
J1737-0811	264.4463015	-8.1858019	1702.3999999999999	0.7269272026102317
J1744-1134	266.123	-11.5819	486.4	0.09068453126375146
J1747-4036	266.95298707333	-40.61521469444	486.4	0.47010861007128757
J1751-2857	267.88622165	-28.9629222	1018.4	0.7262017263601215
J1756-2251	269.1943068	-22.866519	1200.8	0.7254762501100117
J1757-5322	269.3131643	-53.3740078	486.4	0.6471248150981305
J1801-1417	270.46280555	-14.2929239	486.4	0.5223429000792085
J1802-2124	270.52222873	-21.4010166	486.4	0.3576597913042358
J1804-2717	271.08805453	-27.2920375	562.4	0.7254762501100116
J1804-2858	271.00635	-28.97961	2097.6	0.7269272026102318
J1811-2405	272.83272521	-24.088451	486.4	0.20893716003168336
J1825-0319	276.483138	-3.332658	1824.0	0.7269272026102317
J1832-0836	278.11497675	-8.6152692	486.4	0.26407335504004426
J1843-1113	280.92192465	-11.22529683	486.4	0.24521097253718396
J1843-1448	280.7557292	-14.803503	3556.7999999999997	0.7269272026102317
J1902-5105	285.51186844708	-51.09915834722	486.4	0.20385882628091334
J1903-7051	285.9116426204	-70.862065828	486.4	0.44254051256710714
J1909-3744	287.447652429	-37.737328222	486.4	0.034822860005280565
J1911-1114	287.95534304	-11.2395781	1383.2	0.7254762501100116
J1918-0642	289.700136342	-6.70969457	486.4	0.25899502128927415
J1933-6211	293.3851112	-62.1963544	699.1999999999999	0.7312800601108916
J1946-5403	296.6	-54.0618	486.4	0.26697526004048433
J2010-1323	302.6913379	-13.3989119	486.4	0.2988962150453248
J2039-3616	309.8191	-36.27144	714.4	0.7254762501100117
J2124-3358	321.18272301	-33.97907469	486.4	0.4461678938176572
J2129-5721	322.34485547	-57.35394393	486.4	0.40844312881193656
J2145-0750	326.4602666	-7.8384548	486.4	0.3605616963046758
J2150-0326	327.61347	-3.44244	486.4	0.4135214625627066
J2222-0137	335.52487125	-1.62103456	486.4	0.4526971800686473
J2229+2643	337.46201887	26.73268012	1368.0	0.7254762501100117
J2234+0944	338.695206	9.74182	486.4	0.4802652775728278
J2236-5527	339.216036	-55.463569	4803.2	0.7269272026102317
J2241-5236	340.4250708242	-52.610058683	486.4	0.037724765005720605
J2317+1439	349.2884931	14.6586561	486.4	0.5223429000792085
J2322+2057	350.5930632	20.9507437	1976.0	0.7269272026102316
J2322-2650	350.64433355	-26.84953261	547.1999999999999	0.7349074413614417
