#PSR	RA	DEC	IntTime	ExpPrecision
J0030+0451	7.61428258	4.8610309	332.8	0.6876134871367109
J0101-6422	15.29631686167	-64.37504757222	1684.8	0.877935077326336
J0125-2327	21.25441	-23.45227	332.8	0.19996922840200265
J0437-4715	69.315894532	-47.2523951167	332.8	0.06490229342872016
J0610-2100	92.5566339	-21.0077822	332.8	0.7279581560248342
J0613-0200	93.43323	-2.0131	332.8	0.24820741946388922
J0614-3329	93.5431158	-33.4983661	332.8	0.5043083611015418
J0636-3044	99.2875	-30.845	1591.2	0.8788121353456431
J0711-6830	107.97594058	-68.51322193	332.8	0.6762117328857195
J0900-3144	135.1831402	-31.7419175	332.8	0.5279889276228316
J0931-1902	142.82969	-19.0486	592.8000000000001	0.8788121353456432
J0955-6150	148.83686	-61.83803	353.6	0.8893368315773277
J1012-4235	153.05	-42.5982	332.8	0.6867364291174038
J1017-7156	154.46386835	-71.94490166	332.8	0.10963225241337865
J1022+1001	155.741742	10.0314566	332.8	0.5551777262213495
J1024-0719	156.1612	-7.32199	332.8	0.5569318422599635
J1036-8317	159.169	-83.2989	332.8	0.5262348115842175
J1045-4509	161.45912213	-45.16503952	332.8	0.5858747568970955
J1101-6424	165.404968	-64.4109256	1508.0	0.8788121353456432
J1103-5403	165.888725	-54.062013	332.8	0.5455300880089721
J1125-5825	171.4348558312	-58.421355589	332.8	0.4718572143871817
J1125-6014	171.480075	-60.2351689	332.8	0.12541929676090513
J1216-6410	184.030582	-64.169229	332.8	0.24645330342527524
J1231-1411	187.797138	-14.195453	2766.4	0.8779350773263361
J1327-0755	201.98995	-7.924944	738.4	0.8805662513842574
J1421-4409	215.3373605	-44.1512564	520.0	0.8840744834614854
J1431-5740	217.7645644	-57.6699076	374.40000000000003	0.8831974254421782
J1435-6100	218.834459	-61.0160997	332.8	0.692875835252553
J1446-4701	221.6488081767	-47.024101811	332.8	0.34205262752974136
J1455-3330	223.94987567	-33.51288498	624.0	0.8831974254421783
J1514-4946	228.5796427	-49.7709795	426.40000000000003	0.8823203674228713
J1525-5545	231.367225	-55.763845	915.2	0.8814433094035642
J1543-5149	235.93396	-51.831858	332.8	0.8560086268436604
J1545-4550	236.48310705	-45.8437599	332.8	0.28065856617824936
J1547-5709	236.85052	-57.1548805	800.8000000000001	0.8805662513842575
J1600-3053	240.21627	-30.89704	332.8	0.11226342647129973
J1603-7202	240.89866466	-72.04241679	332.8	0.4683489823099536
J1614-2230	243.65211392	-22.5086863	332.8	0.22452685294259947
J1629-6902	247.2865442	-69.045915	332.8	0.37187260018618035
J1643-1224	250.91	-12.4163	332.8	0.2587321156955736
J1652-4838	253.0	-48.6	1123.2	0.8805662513842575
J1653-2054	253.37929	-20.91531	1736.8	0.8788121353456434
