#PSR	RA	DEC	IntTime	ExpPrecision
J0030+0451	7.61428258	4.8610309	358.4	0.6626009357071571
J0101-6422	15.29631686167	-64.37504757222	1814.3999999999999	0.845999408983245
J0125-2327	21.25441	-23.45227	358.4	0.1926951700781018
J0437-4715	69.315894532	-47.2523951167	358.4	0.06254141484991023
J0610-2100	92.5566339	-21.0077822	358.4	0.7014780314246687
J0613-0200	93.43323	-2.0131	358.4	0.2391786540881702
J0614-3329	93.5431158	-33.4983661	358.4	0.4859636964688969
J0636-3044	99.2875	-30.845	1713.6	0.8468445632379735
J0711-6830	107.97594058	-68.51322193	358.4	0.6516139303956864
J0900-3144	135.1831402	-31.7419175	358.4	0.5087828613465669
J0931-1902	142.82969	-19.0486	638.4	0.8468445632379736
J0955-6150	148.83686	-61.83803	380.79999999999995	0.8569864142947158
J1012-4235	153.05	-42.5982	358.4	0.6617557814524284
J1017-7156	154.46386835	-71.94490166	358.4	0.10564428184106457
J1022+1001	155.741742	10.0314566	358.4	0.534982643243151
J1024-0719	156.1612	-7.32199	358.4	0.536672951752608
J1036-8317	159.169	-83.2989	358.4	0.50709255283711
J1045-4509	161.45912213	-45.16503952	358.4	0.5645630421586492
J1101-6424	165.404968	-64.4109256	1624.0	0.8468445632379735
J1103-5403	165.888725	-54.062013	358.4	0.5256859464411373
J1125-5825	171.4348558312	-58.421355589	358.4	0.4546929890439419
J1125-6014	171.480075	-60.2351689	358.4	0.12085705842617786
J1216-6410	184.030582	-64.169229	358.4	0.2374883455787132
J1231-1411	187.797138	-14.195453	2979.2	0.845999408983245
J1327-0755	201.98995	-7.924944	795.1999999999999	0.8485348717474307
J1421-4409	215.3373605	-44.1512564	560.0	0.8519154887663446
J1431-5740	217.7645644	-57.6699076	403.2	0.8510703345116161
J1435-6100	218.834459	-61.0160997	358.4	0.6676718612355281
J1446-4701	221.6488081767	-47.024101811	358.4	0.32961015934412147
J1455-3330	223.94987567	-33.51288498	672.0	0.8510703345116161
J1514-4946	228.5796427	-49.7709795	459.2	0.8502251802568876
J1525-5545	231.367225	-55.763845	985.5999999999999	0.849380026002159
J1543-5149	235.93396	-51.831858	358.4	0.8248705526150321
J1545-4550	236.48310705	-45.8437599	358.4	0.2704493615131253
J1547-5709	236.85052	-57.1548805	862.4	0.8485348717474308
J1600-3053	240.21627	-30.89704	358.4	0.10817974460525014
J1603-7202	240.89866466	-72.04241679	358.4	0.4513123720250279
J1614-2230	243.65211392	-22.5086863	358.4	0.21635948921050027
J1629-6902	247.2865442	-69.045915	358.4	0.358345404004891
J1643-1224	250.91	-12.4163	358.4	0.2493205051449124
J1652-4838	253.0	-48.6	1209.6	0.8485348717474308
J1653-2054	253.37929	-20.91531	1870.3999999999999	0.8468445632379737
J1658-5324	254.6639318925	-53.40194565	448.0	0.8468445632379735
J1705-1903	256.43271	-19.06148	358.4	0.15888899988896113
J1708-3506	257.0734259846	-35.106293383	1534.3999999999999	0.8476897174927019
J1713+0747	258.45639	7.79375	358.4	0.08197996270866612
J1719-1438	259.7919706	-14.6335951	963.1999999999999	0.8485348717474308
J1721-2457	260.2729079	-24.951714	2531.2	0.845999408983245
J1730-2304	262.5902557	-23.075333	358.4	0.40820950503387354
J1731-1847	262.82337796	-18.7923888	358.4	0.7995159249731767
J1732-5049	263.19902804	-50.8167113	358.4	0.6110465261687174
J1737-0811	264.4463015	-8.1858019	1254.3999999999999	0.8468445632379735
J1744-1134	266.123	-11.5819	358.4	0.10564428184106457
J1747-4036	266.95298707333	-40.61521469444	358.4	0.5476599570640788
J1751-2857	267.88622165	-28.9629222	750.4	0.845999408983245
J1756-2251	269.1943068	-22.866519	884.8	0.8451542547285167
J1757-5322	269.3131643	-53.3740078	358.4	0.7538775952178368
J1801-1417	270.46280555	-14.2929239	358.4	0.608511063404532
J1802-2124	270.52222873	-21.4010166	358.4	0.4166610475811587
J1804-2717	271.08805453	-27.2920375	414.4	0.8451542547285166
J1804-2858	271.00635	-28.97961	1545.6	0.8468445632379736
J1811-2405	272.83272521	-24.088451	358.4	0.24340442536181275
J1825-0319	276.483138	-3.332658	1344.0	0.8468445632379736
J1832-0836	278.11497675	-8.6152692	358.4	0.30763614872118006
J1843-1113	280.92192465	-11.22529683	358.4	0.28566213809823865
J1843-1448	280.7557292	-14.803503	2620.7999999999997	0.8468445632379736
J1902-5105	285.51186844708	-51.09915834722	358.4	0.2374883455787132
J1903-7051	285.9116426204	-70.862065828	358.4	0.5155440953843952
J1909-3744	287.447652429	-37.737328222	358.4	0.0405674042269688
J1911-1114	287.95534304	-11.2395781	1019.1999999999999	0.8451542547285167
J1918-0642	289.700136342	-6.70969457	358.4	0.30172006893808045
J1933-6211	293.3851112	-62.1963544	515.1999999999999	0.8519154887663446
J1946-5403	296.6	-54.0618	358.4	0.3110167657400941
J2010-1323	302.6913379	-13.3989119	358.4	0.3482035529481488
J2039-3616	309.8191	-36.27144	526.4	0.8451542547285165
J2124-3358	321.18272301	-33.97907469	358.4	0.5197698666580376
J2129-5721	322.34485547	-57.35394393	358.4	0.47582184541215483
J2145-0750	326.4602666	-7.8384548	358.4	0.42004166460007275
J2150-0326	327.61347	-3.44244	358.4	0.4817379251952545
J2222-0137	335.52487125	-1.62103456	358.4	0.5273762549505944
J2229+2643	337.46201887	26.73268012	1007.9999999999999	0.8451542547285166
J2234+0944	338.695206	9.74182	358.4	0.559492116630278
J2236-5527	339.216036	-55.463569	3539.2	0.8468445632379736
J2241-5236	340.4250708242	-52.610058683	358.4	0.04394802124588286
J2317+1439	349.2884931	14.6586561	358.4	0.608511063404532
J2322+2057	350.5930632	20.9507437	1456.0	0.8468445632379735
J2322-2650	350.64433355	-26.84953261	403.2	0.8561412600399873
