#PSR	RA	DEC	IntTime	ExpPrecision
J0030+0451	7.61428258	4.8610309	409.6	0.6198064213930025
J0101-6422	15.29631686167	-64.37504757222	2073.6	0.7913599844571368
J0125-2327	21.25441	-23.45227	409.6	0.18024982662959763
J0437-4715	69.315894532	-47.2523951167	409.6	0.05850213671311501
J0610-2100	92.5566339	-21.0077822	409.6	0.6561726144849386
J0613-0200	93.43323	-2.0131	409.6	0.22373114445691283
J0614-3329	93.5431158	-33.4983661	409.6	0.45457741364920445
J0636-3044	99.2875	-30.845	1958.4	0.7921505538721787
J0711-6830	107.97594058	-68.51322193	409.6	0.609529018997455
J0900-3144	135.1831402	-31.7419175	409.6	0.47592278785534103
J0931-1902	142.82969	-19.0486	729.6	0.7921505538721789
J0955-6150	148.83686	-61.83803	435.20000000000005	0.8016373868526842
J1012-4235	153.05	-42.5982	409.6	0.6190158519779603
J1017-7156	154.46386835	-71.94490166	409.6	0.09882117688026186
J1022+1001	155.741742	10.0314566	409.6	0.500430439721646
J1024-0719	156.1612	-7.32199	409.6	0.5020115785517302
J1036-8317	159.169	-83.2989	409.6	0.4743416490252569
J1045-4509	161.45912213	-45.16503952	409.6	0.5281003692481193
J1101-6424	165.404968	-64.4109256	1856.0	0.792150553872179
J1103-5403	165.888725	-54.062013	409.6	0.4917341761561829
J1125-5825	171.4348558312	-58.421355589	409.6	0.425326345292647
J1125-6014	171.480075	-60.2351689	409.6	0.11305142635101954
J1216-6410	184.030582	-64.169229	409.6	0.22215000562682868
J1231-1411	187.797138	-14.195453	3404.8	0.7913599844571368
J1327-0755	201.98995	-7.924944	908.8000000000001	0.7937316927022632
J1421-4409	215.3373605	-44.1512564	640.0	0.7968939703624315
J1431-5740	217.7645644	-57.6699076	460.8	0.7961034009473894
J1435-6100	218.834459	-61.0160997	409.6	0.6245498378832549
J1446-4701	221.6488081767	-47.024101811	409.6	0.30832207186641697
J1455-3330	223.94987567	-33.51288498	768.0	0.7961034009473894
J1514-4946	228.5796427	-49.7709795	524.8000000000001	0.7953128315323473
J1525-5545	231.367225	-55.763845	1126.4	0.7945222621173051
J1543-5149	235.93396	-51.831858	409.6	0.7715957490810845
J1545-4550	236.48310705	-45.8437599	409.6	0.25298221281347033
J1547-5709	236.85052	-57.1548805	985.6	0.7937316927022633
J1600-3053	240.21627	-30.89704	409.6	0.10119288512538815
J1603-7202	240.89866466	-72.04241679	409.6	0.4221640676324786
J1614-2230	243.65211392	-22.5086863	409.6	0.2023857702507763
J1629-6902	247.2865442	-69.045915	409.6	0.3352014319778482
J1643-1224	250.91	-12.4163	409.6	0.23321797743741798
J1652-4838	253.0	-48.6	1382.4	0.7937316927022633
J1653-2054	253.37929	-20.91531	2137.6	0.7921505538721791
J1658-5324	254.6639318925	-53.40194565	512.0	0.7921505538721789
J1705-1903	256.43271	-19.06148	409.6	0.14862705002791382
J1708-3506	257.0734259846	-35.106293383	1753.6000000000001	0.7929411232872208
J1713+0747	258.45639	7.79375	409.6	0.0766852332590832
J1719-1438	259.7919706	-14.6335951	1100.8	0.7937316927022633
J1721-2457	260.2729079	-24.951714	2892.8	0.7913599844571368
J1730-2304	262.5902557	-23.075333	409.6	0.38184502746533183
J1731-1847	262.82337796	-18.7923888	409.6	0.7478786666298216
J1732-5049	263.19902804	-50.8167113	409.6	0.5715816870754344
J1737-0811	264.4463015	-8.1858019	1433.6000000000001	0.7921505538721789
